Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"DNAH12","Dynein Axonemal Heavy Chain 12","Protein Coding","Q6ZR08","38","GC03M057293","1.54577589035034","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAH12"
"FABP6","Fatty Acid Binding Protein 6","Protein Coding","P51161","53","GC05P160187","1.54568684101105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP6"
"RPRD2","Regulation Of Nuclear Pre-MRNA Domain Containing 2","Protein Coding","Q5VT52","42","GC01P150363","1.54543113708496","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPRD2"
"SAMD12","Sterile Alpha Motif Domain Containing 12","Protein Coding","Q8N8I0","47","GC08M118131","1.54542541503906","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMD12"
"SLC8A1-AS1","SLC8A1 Antisense RNA 1","RNA Gene","","22","GC02P039752","1.5451123714447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC8A1-AS1"
"BORCS8","BLOC-1 Related Complex Subunit 8","Protein Coding","Q96FH0","40","GC19M096544","1.5448944568634","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BORCS8"
"SPAG11B","Sperm Associated Antigen 11B","Protein Coding","Q08648","35","GC08M007442","1.54483830928802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAG11B"
"SLBP","Stem-Loop Histone MRNA Binding Protein","Protein Coding","Q14493","48","GC04M001692","1.54460167884827","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLBP"
"FEZF1","FEZ Family Zinc Finger 1","Protein Coding","A0PJY2","49","GC07M122301","1.54448795318604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FEZF1"
"POLR3H","RNA Polymerase III Subunit H","Protein Coding","Q9Y535","48","GC22M041525","1.54410791397095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3H"
"ANKRD55","Ankyrin Repeat Domain 55","Protein Coding","Q3KP44","44","GC05M056099","1.54410791397095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD55"
"CTSW","Cathepsin W","Protein Coding","P56202","45","GC11P065879","1.54322862625122","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSW"
"MTNAP1","Mitochondrial Nucleoid Associated Protein 1","Protein Coding","Q9BSJ5","39","GC17P073232","1.5431809425354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTNAP1"
"FBLL1","Fibrillarin Like 1","Protein Coding","A6NHQ2","32","GC05P168529","1.54298102855682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLL1"
"CPLX1","Complexin 1","Protein Coding","O14810","55","GC04M000784","1.54225158691406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPLX1"
"PRH1","Proline Rich Protein HaeIII Subfamily 1","Protein Coding","P02810","40","GC12M010824","1.54184341430664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRH1"
"SUMF2","Sulfatase Modifying Factor 2","Protein Coding","Q8NBJ7","48","GC07P060887","1.54125261306763","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMF2"
"MEIOB","Meiosis Specific With OB-Fold","Protein Coding","Q8N635","43","GC16M001833","1.5409677028656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEIOB"
"HEG1","Heart Development Protein With EGF Like Domains 1","Protein Coding","Q9ULI3","45","GC03M124965","1.54070663452148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEG1"
"MRPL24","Mitochondrial Ribosomal Protein L24","Protein Coding","Q96A35","44","GC01M156737","1.54058623313904","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL24"
"ZRANB2","Zinc Finger RANBP2-Type Containing 2","Protein Coding","O95218","48","GC01M071063","1.54001867771149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZRANB2"
"PLEKHA5","Pleckstrin Homology Domain Containing A5","Protein Coding","Q9HAU0","47","GC12P019129","1.53946018218994","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA5"
"DRG2","Developmentally Regulated GTP Binding Protein 2","Protein Coding","P55039","52","GC17P122266","1.53888261318207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRG2"
"DUS2","Dihydrouridine Synthase 2","Protein Coding","Q9NX74","44","GC16P067987","1.53886461257935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUS2"
"RC3H1","Ring Finger And CCCH-Type Domains 1","Protein Coding","Q5TC82","47","GC01M173931","1.53862643241882","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RC3H1"
"MAGOHB","Mago Homolog B, Exon Junction Complex Subunit","Protein Coding","Q96A72","47","GC12M030840","1.53809821605682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGOHB"
"RCAN3","RCAN Family Member 3","Protein Coding","Q9UKA8","48","GC01P024502","1.53768634796143","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCAN3"
"ACOT13","Acyl-CoA Thioesterase 13","Protein Coding","Q9NPJ3","47","GC06P024667","1.53763401508331","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT13"
"ODAPH","Odontogenesis Associated Phosphoprotein","Protein Coding","Q17RF5","42","GC04P075569","1.53748643398285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ODAPH"
"RAB3IP","RAB3A Interacting Protein","Protein Coding","Q96QF0","47","GC12P069738","1.53731405735016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3IP"
"SAMD4B","Sterile Alpha Motif Domain Containing 4B","Protein Coding","Q5PRF9","41","GC19P039342","1.53661441802979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMD4B"
"MT1M","Metallothionein 1M","Protein Coding","Q8N339","43","GC16P056632","1.53551173210144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1M"
"PPP4R3B","Protein Phosphatase 4 Regulatory Subunit 3B","Protein Coding","Q5MIZ7","44","GC02M055547","1.53440821170807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP4R3B"
"SLC27A1","Solute Carrier Family 27 Member 1","Protein Coding","Q6PCB7","52","GC19P122608","1.53424894809723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A1"
"B3GNT5","UDP-GlcNAc:BetaGal Beta-1,3-N-Acetylglucosaminyltransferase 5","Protein Coding","Q9BYG0","50","GC03P183253","1.53372275829315","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GNT5"
"C6orf89","Chromosome 6 Open Reading Frame 89","Protein Coding","Q6UWU4","40","GC06P144914","1.53333187103271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C6orf89"
"EMC8","ER Membrane Protein Complex Subunit 8","Protein Coding","O43402","41","GC16M085771","1.53332030773163","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC8"
"RAPGEF5","Rap Guanine Nucleotide Exchange Factor 5","Protein Coding","Q92565","50","GC07M022128","1.53242993354797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPGEF5"
"DNAJB9","DnaJ Heat Shock Protein Family (Hsp40) Member B9","Protein Coding","Q9UBS3","50","GC07P108569","1.53035759925842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB9"
"ENSG00000229116","Novel Transcript","RNA Gene","","11","GC10M044285","1.53028070926666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000229116"
"POLL","DNA Polymerase Lambda","Protein Coding","Q9UGP5","55","GC10M101578","1.52998995780945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLL"
"ZNF569","Zinc Finger Protein 569","Protein Coding","Q5MCW4","44","GC19M096840","1.52992177009583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF569"
"CWC22","CWC22 Spliceosome Associated Protein Homolog","Protein Coding","Q9HCG8","40","GC02M179944","1.52975308895111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CWC22"
"PLEKHM1","Pleckstrin Homology And RUN Domain Containing M1","Protein Coding","Q9Y4G2","54","GC17M085369","1.52898073196411","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHM1"
"MIR3615","MicroRNA 3615","RNA Gene","","21","GC17P123826","1.52835142612457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3615"
"TAF9B","TATA-Box Binding Protein Associated Factor 9b","Protein Coding","Q9HBM6","45","GC0XM078129","1.52811646461487","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF9B"
"SRMS","Src-Related Kinase Lacking C-Terminal Regulatory Tyrosine And N-Terminal Myristylation Sites","Protein Coding","Q9H3Y6","45","GC20M063539","1.52682065963745","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRMS"
"FBXO6","F-Box Protein 6","Protein Coding","Q9NRD1","46","GC01P011664","1.52675998210907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO6"
"EME1","Essential Meiotic Structure-Specific Endonuclease 1","Protein Coding","Q96AY2","48","GC17P050373","1.52611935138702","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EME1"
"LOC129929543","ATAC-STARR-Seq Lymphoblastoid Active Region 278","Functional Element","","5","GC01P058741","1.52587962150574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129929543"
"PWWP3A","PWWP Domain Containing 3A, DNA Repair Factor","Protein Coding","Q2TAK8","37","GC19P121850","1.52488827705383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWWP3A"
"ISM1","Isthmin 1","Protein Coding","B1AKI9","41","GC20P013221","1.52441740036011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISM1"
"BICD1","BICD Cargo Adaptor 1","Protein Coding","Q96G01","50","GC12P043507","1.52411961555481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BICD1"
"S100G","S100 Calcium Binding Protein G","Protein Coding","P29377","47","GC0XP016668","1.52321410179138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100G"
"HLA-DQB1-AS1","HLA-DQB1 Antisense RNA 1","RNA Gene","","17","GC06P032659","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQB1-AS1"
"PCNPP1","PEST Containing Nuclear Protein Pseudogene 1","Pseudogene","","12","GC12M111666","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNPP1"
"HSALNG0094037","","RNA Gene","","5","GC12P111432","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0094037"
"lnc-FAM109A-1","","RNA Gene","","5","GC12M111838","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FAM109A-1"
"HSALNG0094038","","RNA Gene","","4","GC12P111446","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0094038"
"HSALNG0143727","","RNA Gene","","4","GC12M111831","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0143727"
"LOC124903019","Uncharacterized LOC124903019","RNA Gene","","4","GC12M111432","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124903019"
"piR-36455","","RNA Gene","","4","GC12M111832","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-36455"
"piR-38259","","RNA Gene","","4","GC12M111835","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-38259"
"piR-48007","","RNA Gene","","4","GC12M111833","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-48007"
"piR-50346","","RNA Gene","","4","GC12M111834","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-50346"
"piR-51327","","RNA Gene","","4","GC12M111830","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-51327"
"piR-51449","","RNA Gene","","4","GC12P111460","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-51449"
"piR-56480-015","","RNA Gene","","4","GC12M111439","1.52288198471069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-56480-015"
"PXK","PX Domain Containing Serine/Threonine Kinase Like","Protein Coding","Q7Z7A4","50","GC03P060156","1.52280354499817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXK"
"WDR45B","WD Repeat Domain 45B","Protein Coding","Q5MNZ6","50","GC17M082614","1.52245151996613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR45B"
"ENSG00000261770","Novel Transcript","RNA Gene","","11","GC19M027757","1.52239847183228","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000261770"
"STK16","Serine/Threonine Kinase 16","Protein Coding","O75716","52","GC02P219887","1.52227890491486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK16"
"EVL","Enah/Vasp-Like","Protein Coding","Q9UI08","45","GC14P099971","1.52212071418762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EVL"
"KRT12","Keratin 12","Protein Coding","Q99456","52","GC17M040861","1.52114105224609","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT12"
"CCDC86","Coiled-Coil Domain Containing 86","Protein Coding","Q9H6F5","42","GC11P093425","1.52041602134705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC86"
"OXER1","Oxoeicosanoid Receptor 1","Protein Coding","Q8TDS5","44","GC02M042762","1.51972651481628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXER1"
"POLE3","DNA Polymerase Epsilon 3, Accessory Subunit","Protein Coding","Q9NRF9","49","GC09M113407","1.51965093612671","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLE3"
"SYTL4","Synaptotagmin Like 4","Protein Coding","Q96C24","48","GC0XM100674","1.51964843273163","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYTL4"
"BLTP3A","Bridge-Like Lipid Transfer Protein Family Member 3A","Protein Coding","Q6BDS2","41","GC06P146765","1.51960635185242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLTP3A"
"NUDT16L1","Nudix Hydrolase 16 Like 1","Protein Coding","Q9BRJ7","40","GC16P004693","1.51957035064697","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT16L1"
"LYPLAL1","Lysophospholipase Like 1","Protein Coding","Q5VWZ2","50","GC01P219173","1.51935958862305","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYPLAL1"
"JTB","Jumping Translocation Breakpoint","Protein Coding","O76095","44","GC01M153974","1.51933491230011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JTB"
"ATP5PF","ATP Synthase Peripheral Stalk Subunit F6","Protein Coding","P18859","48","GC21M026180","1.51922416687012","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5PF"
"ZNF646","Zinc Finger Protein 646","Protein Coding","O15015","39","GC16P096761","1.51911544799805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF646"
"GRM4","Glutamate Metabotropic Receptor 4","Protein Coding","Q14833","58","GC06M097238","1.51886522769928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM4"
"IFIT2","Interferon Induced Protein With Tetratricopeptide Repeats 2","Protein Coding","P09913","51","GC10P112637","1.51862037181854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFIT2"
"MRPS12","Mitochondrial Ribosomal Protein S12","Protein Coding","O15235","50","GC19P038930","1.51861047744751","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS12"
"L1TD1","LINE1 Type Transposase Domain Containing 1","Protein Coding","Q5T7N2","40","GC01P062194","1.51859211921692","https://www.genecards.org/cgi-bin/carddisp.pl?gene=L1TD1"
"VPS28","VPS28 Subunit Of ESCRT-I","Protein Coding","Q9UK41","45","GC08M146709","1.51857590675354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS28"
"ATP11B","ATPase Phospholipid Transporting 11B (Putative)","Protein Coding","Q9Y2G3","50","GC03P182793","1.5183926820755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP11B"
"PCYT2","Phosphate Cytidylyltransferase 2, Ethanolamine","Protein Coding","Q99447","54","GC17M081900","1.51793849468231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCYT2"
"SLC39A8","Solute Carrier Family 39 Member 8","Protein Coding","Q9C0K1","56","GC04M102252","1.51703310012817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A8"
"LUZP2","Leucine Zipper Protein 2","Protein Coding","Q86TE4","42","GC11P024518","1.51696050167084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUZP2"
"TGOLN2","Trans-Golgi Network Protein 2","Protein Coding","O43493","48","GC02M085318","1.51653480529785","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGOLN2"
"MIR583","MicroRNA 583","RNA Gene","","16","GC05P096079","1.51625263690948","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR583"
"OBI1","ORC Ubiquitin Ligase 1","Protein Coding","Q5W0B1","42","GC13M078615","1.51617455482483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OBI1"
"SLC2A14","Solute Carrier Family 2 Member 14","Protein Coding","Q8TDB8","45","GC12M007812","1.51604151725769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A14"
"LINC01806","Long Intergenic Non-Protein Coding RNA 1806","RNA Gene","","16","GC02P161265","1.51577043533325","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01806"
"EPB41L4B","Erythrocyte Membrane Protein Band 4.1 Like 4B","Protein Coding","Q9H329","45","GC09M109171","1.51309537887573","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPB41L4B"
"MIR599","MicroRNA 599","RNA Gene","","22","GC08M099537","1.51305055618286","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR599"
"VPS72","Vacuolar Protein Sorting 72 Homolog","Protein Coding","Q15906","45","GC01M151176","1.51299452781677","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS72"
"H2AC8","H2A Clustered Histone 8","Protein Coding","P04908","37","GC06P146940","1.51241421699524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC8"
"SYT4","Synaptotagmin 4","Protein Coding","Q9H2B2","50","GC18M043267","1.51239883899689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT4"
"SLC5A11","Solute Carrier Family 5 Member 11","Protein Coding","Q8WWX8","48","GC16P096420","1.51237297058105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A11"
"TMEM9B","TMEM9 Domain Family Member B","Protein Coding","Q9NQ34","42","GC11M008947","1.51209926605225","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM9B"
"S1PR5","Sphingosine-1-Phosphate Receptor 5","Protein Coding","Q9H228","57","GC19M010512","1.51196324825287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S1PR5"
"COL16A1","Collagen Type XVI Alpha 1 Chain","Protein Coding","Q07092","49","GC01M031663","1.51175427436829","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL16A1"
"TMEM59","Transmembrane Protein 59","Protein Coding","Q9BXS4","49","GC01M054031","1.5115624666214","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM59"
"MIR618","MicroRNA 618","RNA Gene","","17","GC12M080935","1.51148319244385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR618"
"CENPX","Centromere Protein X","Protein Coding","A8MT69","36","GC17M086489","1.51103031635284","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPX"
"ZNF385A","Zinc Finger Protein 385A","Protein Coding","Q96PM9","42","GC12M054369","1.51078510284424","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF385A"
"RNU1-4","RNA, U1 Small Nuclear 4","RNA Gene","","16","GC01P016740","1.51049447059631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU1-4"
"CAMSAP2","Calmodulin Regulated Spectrin Associated Protein Family Member 2","Protein Coding","Q08AD1","43","GC01P200739","1.51037728786469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMSAP2"
"SEPHS1","Selenophosphate Synthetase 1","Protein Coding","P49903","47","GC10M013317","1.51027846336365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPHS1"
"FNBP4","Formin Binding Protein 4","Protein Coding","Q8N3X1","43","GC11M128631","1.50965714454651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNBP4"
"DCLK3","Doublecortin Like Kinase 3","Protein Coding","Q9C098","43","GC03M036712","1.50944805145264","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCLK3"
"EFCAB13","EF-Hand Calcium Binding Domain 13","Protein Coding","Q8IY85","36","GC17P047323","1.50913453102112","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFCAB13"
"PCED1A","PC-Esterase Domain Containing 1A","Protein Coding","Q9H1Q7","35","GC20M002835","1.50902140140533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCED1A"
